ID,country,designation,points,price,province,region,variety,winery
2759,France,Clos Saint-Théobald Grand Cru Rangen Sélection de Grains Nobles Larme de Lave,95,90.0,Alsace,Alsace,Pinot Gris,Domaine Schoffit
2760,US,Heron Hill Estate Dry,86,20.0,New York,Finger Lakes,Riesling,Heron Hill
2764,US,Barrel Select,86,25.0,New York,Finger Lakes,Chardonnay,Domaine LeSeurre
2768,France,Romantique,86,10.0,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur
2772,US,Estate Reserve,86,35.0,Washington,Lake Chelan,Syrah,Tsillan
2773,US,Rachel,86,20.0,Washington,Washington,Red Blend,Wilridge
2776,US,Savoy Vineyards,86,55.0,California,Anderson Valley,Pinot Noir,Barnett
2777,Italy,Antillo,86,24.0,Tuscany,Bolgheri,Red Blend,Guado al Melo
2778,US,Epic Reserve,86,25.0,New York,New York,Bordeaux-style Red Blend,Keuka Spring
2782,France,Blanche de Monicord,86,15.0,Bordeaux,Bordeaux Blanc,Sauvignon Blanc,Clos Monicord
2784,Spain,Reserva,86,28.0,Northern Spain,Rioja,Tempranillo,Fernández de Piérola
2785,US,Marmont Vineyards,86,14.0,California,California,Chardonnay,Five Rows
2787,US,Vitner's Select,86,28.0,California,Livermore Valley,Chardonnay,Page Mill Winery
2789,US,Reserve Zephyr Ridge Vineyard,86,30.0,Washington,Horse Heaven Hills,Petite Sirah,Thurston Wolfe
2790,US,Coast Range Estate,92,49.0,Oregon,Willamette Valley,Pinot Noir,Trisaetum
2792,Spain,Gran Colegiata Campus,92,80.0,Northern Spain,Toro,Tinta de Toro,Bodegas Fariña
2793,France,Les Clans,92,65.0,Provence,Côtes de Provence,Rosé,Château d'Esclans
2794,France,Haut de l'Autin,92,32.0,Provence,Coteaux Varois en Provence,Rosé,Château d'Ollières
2796,France,Château de Pampelonne Légende,92,40.0,Provence,Côtes de Provence,Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
2797,Spain,Reserva,92,59.0,Northern Spain,Ribera del Duero,Tempranillo,Lleiroso
2800,US,Slide Hill Vineyard,92,55.0,California,Edna Valley,Syrah,Nicora
2803,US,Unoaked,91,19.0,California,Carneros,Chardonnay,Kopriva
2804,US,Reserve Estate,91,50.0,California,Livermore Valley,Barbera,Las Positas
2806,US,Stuhlmuller Vineyard,91,48.0,California,Alexander Valley,Cabernet Sauvignon,Armida
2808,US,Rosé of,91,18.0,California,Santa Ynez Valley,Syrah,Ampelos
2809,Italy,Picoli,91,29.0,Southern Italy,Greco di Tufo,Greco,Bambinuto
2810,Italy,Gudarrà Riserva,91,40.0,Southern Italy,Aglianico del Vulture,Aglianico,Bisceglia
2811,Spain,Gran Dama de Toro,91,60.0,Northern Spain,Toro,Tempranillo Blend,Bodegas Fariña
2812,US,Backbone,91,49.0,California,Paso Robles,Syrah,Cass
2813,US,Lindsay's Vineyard,91,55.0,California,Sta. Rita Hills,Pinot Noir,Challen
2816,US,Thérèse Vineyards Lester Family Vineyards,91,38.0,California,Santa Cruz Mountains,Syrah,Martin Ranch
2818,US,Pepper Bridge Vineyard,91,60.0,Washington,Walla Walla Valley (WA),Bordeaux-style Red Blend,Pepper Bridge
2819,US,Pistoleta,91,20.0,Oregon,Rogue Valley,Rhône-style White Blend,Quady North
2820,US,Camp 4 Vineyard,89,22.0,California,Santa Ynez Valley,Rhône-style White Blend,Kitá
2821,Italy,Riserva,89,90.0,Tuscany,Brunello di Montalcino,Sangiovese,La Magia
2823,US,Stillwater Creek Vineyard,89,34.0,Washington,Columbia Valley (WA),Merlot,Merry Cellars
2824,Canada,Reserve,89,32.0,British Columbia,Okanagan Valley,Merlot,Mission Hill
2826,Spain,Castillo de Albai Reserva,89,20.0,Northern Spain,Rioja,Tempranillo,Pagos del Rey
2828,US,Bella Vigna Vineyard,89,45.0,California,Temecula Valley,Sangiovese,Palumbo Family Vineyards
2829,Italy,Poggio Colombi,89,15.0,Tuscany,Maremma Toscana,Red Blend,Pepi Lignana
2830,US,Damn Straight,89,36.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Plumb Cellars
2831,Italy,Dròmos,89,49.0,Tuscany,Maremma Toscana,Red Blend,Poggio Verrano
2835,US,Ciel du Cheval Vineyard,89,40.0,Washington,Red Mountain,Syrah,Tamarack Cellars
2836,Italy,Vigna del Lago,89,107.0,Tuscany,Brunello di Montalcino,Sangiovese,Val di Suga
2837,US,Reserve,89,46.0,California,Paso Robles,Cabernet Franc,Villa San Juliette
2838,US,Estate,89,29.0,California,Paso Robles,Petite Sirah,Vina Robles
2842,US,Reserve Alder Springs Vineyard,89,36.0,California,Mendocino,Syrah,City Winery of New York
2843,US,Rodney's Vineyard,89,37.0,California,Santa Barbara County,Viognier,Fess Parker
2844,US,Wallace Creek Vineyards Reserve,89,36.0,California,Dry Creek Valley,Syrah,Francis Ford Coppola
2846,US,Vintner's Reserve,89,17.0,California,California,Chardonnay,Kendall-Jackson
2847,US,Pratt Vineyard Vine Hill,89,45.0,California,Russian River Valley,Chardonnay,MacPhail
2848,US,Sanguinetti Vineyard,89,25.0,California,Lodi,Syrah,Martin Lane Winery
2851,Italy,Nobilis,88,35.0,Tuscany,Toscana,Vermentino,Terre del Marchesato
2852,US,Mat Kearney,88,22.0,California,Napa Valley,Red Blend,Verse & Chorus
2857,US,Arrastre,88,28.0,California,Amador County,Rhône-style Red Blend,Legendre
2860,US,The Heritage Collection,88,13.0,California,Lodi,Sauvignon Blanc,Peirano
2861,US,Hybrid,88,10.0,California,Lodi,Petite Sirah,Peltier
2862,Spain,Reserva,88,30.0,Northern Spain,Rioja,Tempranillo Blend,Vivanco
2863,Italy,Giorgio Bartholomäus,88,140.0,Tuscany,Toscana,Merlot,Tenuta Argentiera
2865,France,Buti Nages,88,14.0,Rhône Valley,Costières de Nîmes,Rosé,Château de Nages
2867,US,Nicholas Estate,88,33.0,Oregon,Chehalem Mountains,Pinot Noir,Anam Cara
2868,Italy,Ghiaie della Furba,88,60.0,Tuscany,Toscana,Red Blend,Capezzana
2869,Italy,Mammolo,88,65.0,Tuscany,Toscana,Merlot,Cennatoio
2870,France,Côté,88,16.0,Southwest France,Côtes de Gascogne,Chardonnay-Sauvignon Blanc,Domaine du Tariquet
2873,US,Contrarian,88,125.0,California,Napa Valley,Bordeaux-style Red Blend,Blackbird Vineyards
2874,France,Tradition,88,11.0,Southwest France,Madiran,Red Blend,Château Viella
2875,Spain,Alta Río Crianza,88,24.0,Northern Spain,Rioja,Tempranillo,Consejo de la Alta
2876,France,Chant des Vignes,88,17.0,Southwest France,Jurançon Sec,White Blend,Domaine Cauhapé
2878,France,Domaine de la Becassonne,88,20.0,Rhône Valley,Côtes du Rhône,Rhône-style White Blend,André Brunel
2880,US,The Big Easy,91,35.0,California,Santa Barbara County,Red Blend,Fess Parker
2882,US,Brut Séduction,91,60.0,New York,North Fork of Long Island,Champagne Blend,Sparkling Pointe
2884,US,Celilo Vineyard,91,26.0,Washington,Columbia Gorge (WA),Chardonnay,Savage Grace
2885,US,Champoux Vineyard,91,36.0,Washington,Columbia Valley (WA),Petit Verdot,Sineann
2888,France,Lieu-dit Harth Tradition,91,25.0,Alsace,Alsace,Riesling,Domaine Schoffit
2889,France,Goldert Grand Cru,91,48.0,Alsace,Alsace,Gewürztraminer,Domaine Zinck
2890,France,Saering Grand Cru,91,29.0,Alsace,Alsace,Riesling,Domaines Schlumberger
2892,US,Savoy Vineyard,91,48.0,California,Anderson Valley,Chardonnay,FEL
2893,Canada,Icewine Niagara Estate,91,60.0,Ontario,Niagara Peninsula,Vidal,Inniskillin
2895,US,Farrah,91,20.0,California,Lodi,Syrah,Klinker Brick
2898,US,Flight,91,38.0,California,Dry Creek Valley,Zinfandel,Quivira
2899,US,Reserve,91,25.0,California,Sta. Rita Hills,Chardonnay,Santa Barbara Winery
2900,US,Complicated,91,18.0,California,Sonoma County,Chardonnay,Taken Wine Co.
2902,US,Chaos Theory,91,40.0,California,Napa Valley,Red Blend,Brown Estate
2905,US,Reserve Assemblage,91,20.0,California,Livermore Valley,Red Blend,Concannon
2908,US,Five Vineyards,91,20.0,Washington,Columbia Valley (WA),Cabernet Sauvignon,Arbor Crest
2909,US,Marie's View Wallula Vineyards,91,80.0,Washington,Horse Heaven Hills,Red Blend,Den Hoed
2911,France,Les Murgers des Dents de Chien Premier Cru,90,46.0,Burgundy,Saint-Aubin,Chardonnay,Domaine Vincent Girardin
2917,US,Ryan Vineyard,90,48.0,California,Mt. Harlan,Pinot Noir,Calera
2918,Italy,Anger,90,20.0,Northeastern Italy,Alto Adige,Pinot Grigio,Cantina Produttori San Michele Appiano
2922,US,Nicholas Estate,90,32.0,Oregon,Chehalem Mountains,Pinot Noir,Anam Cara
2932,US,Barrel Fermented,90,35.0,California,Napa Valley,Chardonnay,Flora Springs
2935,US,Colson Canyon Vineyard,90,36.0,California,Santa Barbara County,Syrah,Margerum
2936,US,Don Miguel Vineyard Estate Grown & Bottled Unfiltered,90,32.0,California,Russian River Valley,Albariño,Marimar Estate
2938,US,Monte Rosso Vineyard,90,40.0,California,Sonoma County,Zinfandel,Rock Wall
2939,Italy,Argentiera,90,60.0,Tuscany,Bolgheri Superiore,Red Blend,Tenuta Argentiera
2940,US,Neveah,87,40.0,Virginia,Virginia,Red Blend,Tarara
2941,Argentina,Amado Sur Torrontés-Viognier-Chardonnay,87,15.0,Mendoza Province,Mendoza,White Blend,Trivento
2942,US,Reserve,87,45.0,California,Napa,Cabernet Sauvignon,Unum
2943,Italy,Sarmassa,87,60.0,Piedmont,Barolo,Nebbiolo,Virna Borgogno
2945,Italy,Bricco Rocca,87,50.0,Piedmont,Barolo,Nebbiolo,Olivero
2946,Argentina,Reserva,87,39.0,Mendoza Province,Uco Valley,Malbec,Puramun
2950,Spain,Garnacha,87,10.0,Northern Spain,Navarra,Rosado,Enanzo
2951,US,The Wrangler,87,48.0,California,Sonoma Coast,Pinot Noir,Ernest
2952,Argentina,Phebus,87,12.0,Mendoza Province,Mendoza,Torrontés,Fabre Montmayou
2954,Argentina,Callejon del Crimen Gran Reserva,87,28.0,Mendoza Province,Uco Valley,Cabernet Sauvignon,Finca La Luz
2955,US,Creò Clajeux Vineyard,87,75.0,California,Chalk Hill,Cabernet Sauvignon,Genius Wines
2956,Italy,La Tartufaia,87,45.0,Piedmont,Barolo,Nebbiolo,Giulia Negri
2963,US,California Cuvée,87,11.0,California,California,Pinot Noir,Castle Rock
2966,France,Tradition,87,20.0,Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut-Mévret
2967,France,Intense,87,13.0,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château Lamothe-Vincent
2968,France,La Loge aux Moines,87,26.0,Loire Valley,Pouilly-Fumé,Sauvignon Blanc,Domaine Patrice Moreux
2970,Spain,Prestigio Crianza,89,30.0,Northern Spain,Ribera del Duero,Tempranillo,Emina
2972,Italy,Bricco Ambrogio,89,60.0,Piedmont,Barolo,Nebbiolo,Negretti
2974,Italy,del Comune di Barolo Essenze,89,70.0,Piedmont,Barolo,Nebbiolo,Vite Colte
2975,Spain,Reserva,89,33.0,Northern Spain,Rioja,Tempranillo,Ysios
2976,Argentina,Grand Reserve Limited Production,89,22.0,Mendoza Province,Luján de Cuyo,Malbec,Piattelli
2978,Italy,Brunate,89,79.0,Piedmont,Barolo,Nebbiolo,Beni di Batasiolo
2981,US,Estate Limited,89,65.0,California,Santa Ynez Valley,Syrah,Brave & Maiden
2982,US,Damiano Vineyard,89,20.0,California,Placer County,Viognier,Carol Shelton
2984,France,Réserve,89,12.0,Southwest France,Monbazillac,Bordeaux-style White Blend,Château Bélingard
2987,US,Estate,89,32.0,Oregon,Rogue Valley,Syrah,Folin Cellars
2988,US,Proprietary,89,32.0,California,California,Red Blend,Foundry
2989,France,Empreinte Blanc,89,29.0,Loire Valley,Sancerre,Sauvignon Blanc,François Millet
2990,Italy,Vigna Ruè,89,79.0,Piedmont,Barolo,Nebbiolo,Germano Angelo
2996,US,Omero Vineyard,89,48.0,Oregon,Ribbon Ridge,Pinot Noir,Omero
2998,US,De Ponte Vineyard,89,45.0,Oregon,Dundee Hills,Pinot Noir,Panther Creek
3000,France,Cuvée Bathazar,89,12.0,Alsace,Alsace,Pinot Blanc,Lucien Albrecht
3002,France,Réserve,89,14.0,Alsace,Alsace,Pinot Blanc,Boeckel
3003,France,Vieilles Vignes,89,13.0,Alsace,Alsace,Sylvaner,Boeckel
3004,US,Meredith Mitchell Vineyard,89,45.0,Oregon,McMinnville,Pinot Noir,Raptor Ridge
3006,Spain,Varietales,89,20.0,Northern Spain,Rioja,Garnacha,Baron De Ley
3007,Spain,Reserva,89,20.0,Northern Spain,Rioja,Tempranillo Blend,Palacio del Burgo
3009,US,Small Lot Collection,89,45.0,California,Napa Valley,Malbec,Raymond
3011,Italy,Superiore Bianco,89,23.0,Sicily & Sardinia,Etna,Carricante,Barone di Villagrande
3012,US,Vogelzang Vineyard,89,22.0,California,Happy Canyon of Santa Barbara,Sauvignon Blanc,Barton
3013,US,Bell Ranch Vineyard,89,32.0,California,Monterey,Viognier,Boekenoogen
3015,US,Blanc de Blanc,89,32.0,California,South Coast,Chardonnay,Carter Estate
3016,US,Limed-Edition,89,25.0,California,Paso Robles,Merlot,Four Sisters Ranch
3018,France,Marissou Premier Cru,89,37.0,Burgundy,Rully,Pinot Noir,Domaine Ninot
3021,US,Grand Reserve,89,22.0,California,Central Coast,Chardonnay,Kendall-Jackson
3022,US,Don Miguel Vineyard Estate Grown and Bottled,89,49.0,California,Russian River Valley,Syrah,Marimar Estate
3025,Italy,Pietramarina Bianco Superiore,89,80.0,Sicily & Sardinia,Etna,Carricante,Benanti
3026,Italy,Timpune,89,15.0,Sicily & Sardinia,Sicilia,Grillo,Caruso & Minini
3029,France,Quintessence,89,38.0,Alsace,Alsace,Pinot Noir,Domaine Charles Frey
3030,US,UV Lucky Well Vineyard,95,75.0,California,Russian River Valley,Pinot Noir,Arista
3031,US,Estate Riservata,95,45.0,Oregon,Chehalem Mountains,Pinot Noir,Alloro
3032,France,Schoenenbourg Grand Cru,95,41.0,Alsace,Alsace,Riesling,Domaine Bott-Geyl
3033,Australia,Bin 707,95,500.0,South Australia,South Australia,Cabernet Sauvignon,Penfolds
3034,US,Rodgers Creek Vineyard,95,75.0,California,Sonoma Coast,Syrah,Ramey
3035,France,Vorbourg Grand Cru Clos Saint Landelin Vendanges Tardives,95,65.0,Alsace,Alsace,Gewürztraminer,René Muré
3036,US,Precious Mountain Vineyard,95,95.0,California,Sonoma Coast,Pinot Noir,Williams Selyem
3037,Spain,Imperial Gran Reserva,95,70.0,Northern Spain,Rioja,Tempranillo,CVNE
3040,France,Kastelberg Grand Cru,95,30.0,Alsace,Alsace,Riesling,Biecher & Schaal
3043,US,Precious Stone Stone Corral Vineyard,95,62.0,California,Edna Valley,Pinot Noir,Kynsi
3044,Australia,Mount Edelstone Vineyard,95,200.0,South Australia,Eden Valley,Shiraz,Henschke
3045,US,Angel Camp Vineyard,95,58.0,California,Anderson Valley,Pinot Noir,Dutton-Goldfield
3047,Australia,One,95,95.0,South Australia,Langhorne Creek,Red Blend,Heartland
3048,Australia,Les Amis,95,185.0,South Australia,Barossa Valley,Grenache,Torbreck
3049,France,Kirchberg de Ribeauvillé Grand Cru,95,100.0,Alsace,Alsace,Riesling,Cave de Ribeauvillé
3051,US,Tilton Hill,95,60.0,California,Sonoma Coast,Pinot Noir,Benovia
3053,France,Schoenenbourg Grand Cru,95,98.0,Alsace,Alsace,Alsace white blend,Domaine Marcel Deiss
3054,France,Osterberg Grand Cru,95,43.0,Alsace,Alsace,Riesling,Domaine Sipp-Mack
3055,US,Maresh Vineyard Red Barn Blocks,95,70.0,Oregon,Dundee Hills,Pinot Noir,Kelley Fox
3056,US,Flax Vineyard,95,60.0,California,Russian River Valley,Pinot Noir,Merry Edwards
3057,US,Rochioli Riverblock Vineyard,95,82.0,California,Russian River Valley,Pinot Noir,Williams Selyem
3062,US,Savoy Vineyards,86,55.0,California,Anderson Valley,Pinot Noir,Barnett
3064,Italy,Campo Alto,86,75.0,Tuscany,Brunello di Montalcino,Sangiovese,Máté
3065,Spain,Hacienda Zorita,86,12.0,Northern Spain,Vino de la Tierra de Castilla y León,Tempranillo,Marqués de la Concordia
3066,Spain,Reserva,86,15.0,Northern Spain,Rioja,Tempranillo Blend,Pata Negra
3067,Argentina,Reserva,86,13.0,Mendoza Province,Mendoza,Cabernet Sauvignon,Fat Gaucho
3072,US,Barrel Select Reserve Cabernet Sauvignon-Merlot-Petit Verdot,86,26.0,Washington,Washington,Bordeaux-style Red Blend,3 Horse Ranch Vineyards
3073,Argentina,Roca,86,11.0,Mendoza Province,Mendoza,Chenin Blanc-Chardonnay,Alfredo Roca
3074,France,Carmine de Monicord,86,15.0,Bordeaux,Bordeaux Supérieur,Bordeaux-style Red Blend,Clos Monicord
3075,US,H3,86,15.0,Washington,Horse Heaven Hills,Chardonnay,Columbia Crest
3076,Spain,Charm,86,14.0,Northern Spain,Bierzo,Godello,Encanto
3077,US,Intrigue,86,28.0,Washington,Columbia Valley (WA),Red Blend,Northwest Cellars
3078,Italy,Riserva,86,70.0,Tuscany,Brunello di Montalcino,Sangiovese,Renieri
3080,Italy,Poggio al Granchio Riserva,86,100.0,Tuscany,Brunello di Montalcino,Sangiovese,Val di Suga
3081,Italy,Vigna Spuntali Riserva,86,100.0,Tuscany,Brunello di Montalcino,Sangiovese,Val di Suga
3084,Italy,Riserva,86,90.0,Tuscany,Brunello di Montalcino,Sangiovese,Ferrero
3085,Argentina,Premium Reserve,86,16.0,Mendoza Province,Luján de Cuyo,Cabernet Sauvignon,Piattelli
3087,US,Naked Unoaked,86,12.0,California,Santa Barbara County,Chardonnay,Four Vines
3089,US,Freyja,86,14.0,Washington,Columbia Valley (WA),Rhône-style White Blend,Gård
3090,US,Reserve,91,25.0,California,Sta. Rita Hills,Chardonnay,Santa Barbara Winery
3091,US,Red Hills Ranch Reserve,91,32.0,California,Lake County,Chardonnay,Shannon Ridge
3095,US,Doctor's Vineyard,91,67.0,California,Santa Lucia Highlands,Pinot Noir,Testarossa
3096,US,Vintner Select Cuvée,91,90.0,California,Napa Valley,Cabernet Sauvignon,Pride Mountain
3098,Italy,Ronco delle Mele,91,45.0,Northeastern Italy,Collio,Sauvignon,Venica & Venica
3101,France,Grande Cuvée Hubert de Boüard,91,60.0,Provence,Côtes de Provence,Provence red blend,Château de Berne
3103,France,Quat'Saisons,91,25.0,Provence,Côtes de Provence,Rosé,Château la Mascaronne
3104,France,Le Pigeonnier White Vision,91,90.0,Southwest France,Côtes du Lot,Viognier,Château Lagrézette
3105,Italy,Vittorio,91,35.0,Southern Italy,Greco di Tufo,Greco,Di Meo
3106,France,Clos du Château,91,24.0,Provence,Côtes de Provence,Rosé,Domaine Clos Gautier
3112,US,Improv,91,39.0,California,Paso Robles,Red Blend,Écluse
3113,US,Pommard Clone,91,55.0,California,Sta. Rita Hills,Pinot Noir,Fess Parker
3114,US,Kismet,91,24.0,California,Bennett Valley,Sauvignon Blanc-Semillon,Frostwatch
3115,US,Game Ranch,91,89.0,California,Oakville,Cabernet Sauvignon,Goldschmidt
3116,US,Syrah,91,20.0,Oregon,Rogue Valley,Rosé,Grizzly Peak
3117,Spain,Ardal Gran Reserva Selección Especial,91,80.0,Northern Spain,Ribera del Duero,Tempranillo-Cabernet Sauvignon,Balbas
3119,US,Stuhlmuller Vineyard,91,54.0,California,Alexander Valley,Cabernet Sauvignon,Francis Coppola
3121,Italy,Gualto Riserva,89,100.0,Tuscany,Brunello di Montalcino,Sangiovese,Camigliano
3122,US,Kingsley Vineyard,89,20.0,California,Santa Ynez Valley,Pinot Gris,Carlson
3123,Italy,Riserva,89,128.0,Tuscany,Brunello di Montalcino,Sangiovese,Cava d'Onice
3124,US,Eve,89,12.0,Washington,Washington,Chardonnay,Charles Smith
3125,France,Clos de la Chaise Dieu,89,50.0,Burgundy,Bourgogne Hautes Côtes de Beaune,Chardonnay,Château de Santenay
3126,France,Les Denisottes,89,40.0,Loire Valley,Sancerre,Sauvignon Blanc,Claude Riffault
3127,US,Stratus,89,32.0,Washington,Yakima Valley,Petite Verdot,Cloudlift Cellars
3128,US,No. 12 Reserve,89,40.0,Washington,Red Mountain,Bordeaux-style Red Blend,Ded.Reckoning
3132,Italy,Riserva,89,130.0,Tuscany,Brunello di Montalcino,Sangiovese,Fossacolle
3133,US,Estate Grown,89,30.0,Washington,Columbia Valley (WA),Petit Verdot,Gordon Estate
3134,US,Estate Grown,89,49.0,California,Paso Robles,Zinfandel,HammerSky
3135,US,Reserve,89,34.0,Washington,Columbia Valley (WA),Syrah,Hawkins Cellars
3136,US,Northridge Vineyard,89,45.0,Washington,Wahluke Slope,Merlot,K Vintners
3137,France,Les Vaucrains Premier Cru,89,79.0,Burgundy,Nuits-St.-Georges,Pinot Noir,Louis Chevallier
3138,Canada,Reimer Family Vineyards,89,40.0,British Columbia,Okanagan Valley,Pinot Noir,Meyer Family Vineyards
3139,US,800 Vines Jenna's Vineyard Rosé of,89,25.0,California,Russian River Valley,Pinot Noir,Ousterhout
3140,Italy,Cerida,89,14.0,Tuscany,Maremma Toscana,Sangiovese,Pepi Lignana
3141,US,JKII Estate Vineyard,89,26.0,Washington,Walla Walla Valley (WA),Syrah,Plumb Cellars
3143,Italy,Helichrysum,89,99.0,Tuscany,Brunello di Montalcino,Sangiovese,San Polino
3144,Italy,Meria,89,30.0,Tuscany,Maremma Toscana,Red Blend,Serpaia di Endrizzi
3146,US,Firehouse,89,18.0,Washington,Columbia Valley (WA),Red Blend,Tamarack Cellars
3147,Canada,Reserve,89,18.0,British Columbia,Okanagan Valley,Chardonnay,Township 7
3150,US,Five Vineyards,91,20.0,Washington,Columbia Valley (WA),Cabernet Sauvignon,Arbor Crest
3151,US,Marie's View Wallula Vineyards,91,80.0,Washington,Horse Heaven Hills,Red Blend,Den Hoed
3152,US,Elevation Sensation Alta Mesa Vineyard,91,35.0,California,Santa Barbara County,Rhône-style Red Blend,Core Winery
3153,US,Elevation Sensation,91,35.0,California,Paso Robles,Grenache-Syrah,Core Winery
3154,US,Camp 4 Vineyard,91,34.0,California,Santa Ynez Valley,Grenache,R2
3155,US,Founding Farmers,91,35.0,California,Napa Valley,Zinfandel,Robert Biale
3156,US,Kamal,91,42.0,California,Paso Robles,Cabernet Sauvignon,Sextant
3158,France,Bruderbach Clos des Frères,90,29.0,Alsace,Alsace,Riesling,Domaine Loew
3159,France,Vieilles Vignes,90,21.0,Alsace,Alsace,White Blend,Domaine Schoffit
3161,US,Hillside Select,90,75.0,California,Howell Mountain,Cabernet Sauvignon,Howell Mountain Vineyards
3162,US,Semi Sweet,90,15.0,New York,Finger Lakes,Riesling,Keuka Spring
3163,US,Charles Heintz Vineyard,90,55.0,California,Sonoma Coast,Chardonnay,Migration
3169,US,Francville Vineyard,90,29.0,California,Santa Cruz Mountains,Cabernet Franc,Cooper-Garrod
3171,US,Asbill Valley,90,18.0,California,Lake County,Sauvignon Blanc,Six Sigma Ranch
3172,US,The Starbeam,90,65.0,California,Napa Valley,Cabernet Sauvignon,Starfield
3175,US,Piccetti Vineyard,90,26.0,California,Dry Creek Valley,Zinfandel,Miro
3176,US,Horseplay Estate,90,25.0,California,Amador County,Rhône-style Red Blend,Morse
3177,US,Riserva,90,24.0,California,Shenandoah Valley (CA),Sangiovese,Noceto
3178,US,Vintner Select,90,90.0,California,Napa Valley,Cabernet Sauvignon,Pride Mountain
3179,US,Cuvee 22,90,50.0,California,Sonoma County,Syrah,Red Car
3181,Spain,Herencia del Capricho,88,70.0,Northern Spain,Bierzo,Godello,Gancedo
3182,US,Estate,88,25.0,California,Sierra Foothills,Cabernet Franc,Naggiar
3183,Italy,Grumello Tirso,88,26.0,Lombardy,Valtellina Superiore,Nebbiolo,Nera
3184,France,Chemin de Compostelle,88,19.0,Southwest France,Cahors,Malbec,Château de Hauterive
3185,France,Purple Réserve,88,30.0,Southwest France,Cahors,Malbec,Château Lagrézette
3186,US,Open Range,88,18.0,California,California,Red Blend,Casey Flat Ranch
3189,Italy,Nemorino,88,32.0,Tuscany,Toscana,Red Blend,I Giusti e Zanza
3190,US,La Presa Vineyard,88,36.0,California,Santa Ynez Valley,Chardonnay,Ibarra
3191,US,La Presa Vineyard,88,25.0,California,Santa Ynez Valley,Sauvignon Blanc,Kaena
3192,France,Les Gourmands,88,16.0,Southwest France,Gaillac,White Blend,L'Enclos des Braves
3193,US,La Mezcla Roja,88,30.0,California,Paso Robles,Rhône-style Red Blend,Lone Madrone
3194,US,Chiquita Pinot Noir,88,22.0,Oregon,Willamette Valley,Rosé,Lumos
3195,France,Petula Sélection Parcellaire,88,16.0,Rhône Valley,Luberon,Rosé,Marrenon
3196,US,Thérèse Vineyards Griva Vineyard,88,25.0,California,Arroyo Seco,Sauvignon Blanc,Martin Ranch
3197,US,Thérèse Vineyards,88,30.0,California,Arroyo Seco,Viognier,Martin Ranch
3200,Spain,PdM Moncayo,88,24.0,Northern Spain,Campo de Borja,Syrah,Pagos del Moncayo
3201,US,Rubeo,88,24.0,Oregon,Oregon,Pinot Noir-Syrah,Penner-Ash
3205,US,Wiley Vineyard,88,60.0,California,Anderson Valley,Pinot Noir,Woodenhead
3207,US,Vogelzang Vineyard,88,25.0,California,Happy Canyon of Santa Barbara,Sauvignon Blanc,Baehner Fournier
3209,Italy,Luna del Cacciatore,88,18.0,Tuscany,Toscana,Sangiovese,Canneto
3210,US,Black Family Estate,90,75.0,Oregon,Dundee Hills,Pinot Noir,The Four Graces
3211,Italy,Kirchleiten,90,30.0,Northeastern Italy,Alto Adige,Sauvignon,Tiefenbrunner
3212,US,Year of the Dragon,90,29.0,Oregon,Ribbon Ridge,Gamay Noir,Brick House
3213,US,Triere Estate Vineyard,90,30.0,California,Napa Valley,Merlot,Burgess
3214,US,Jensen Vineyard,90,80.0,California,Mt. Harlan,Pinot Noir,Calera
3215,Italy,Vorberg Riserva,90,37.0,Northeastern Italy,Alto Adige,Pinot Bianco,Cantina Terlano
3217,France,Château Chevaliers Lagrezette,90,25.0,Southwest France,Cahors,Malbec,Château Lagrézette
3220,France,Vieilles Vignes,89,50.0,Burgundy,Saint-Romain,Chardonnay,Domaine de Bellene
3221,Italy,Castel Ringberg,89,22.0,Northeastern Italy,Alto Adige,Pinot Grigio,Elena Walch
3226,US,The Rescue,89,80.0,California,Napa Valley,Bordeaux-style Red Blend,Juslyn Vineyards
3228,US,Le Pré du Col Vineyard,89,60.0,Oregon,Ribbon Ridge,Pinot Noir,Bergström
3229,France,Mas des Merveilles,89,40.0,Southwest France,Côtes du Lot,Syrah,Château Lagrézette
3231,France,Cuvée Leah Grande Cuvée,89,25.0,Bordeaux,Bordeaux Supérieur,Bordeaux-style Red Blend,Château Petit-Freylon
3235,Italy,Perceptum,89,30.0,Tuscany,Toscana,Red Blend,Tenuta Santo Pietro
3236,France,L'Esprit de Marius Sangouard,89,22.0,Beaujolais,Juliénas,Gamay,Trenel Fils
3238,Italy,Le Creete,89,25.0,Lombardy,Lugana,Turbiana,Ottella
3245,US,Coro Mendocino,89,40.0,California,Mendocino,Red Blend,Testa Vineyards
3248,France,Classic,89,16.0,Southwest France,Cahors,Malbec,Château Famaey
3249,Spain,O Rosal,89,26.0,Galicia,Rías Baixas,White Blend,Terras Gauda
3250,Italy,Prachiosso,89,35.0,Piedmont,Roero,Nebbiolo,Negro Angelo e Figli
3251,Italy,Montespinato,89,26.0,Piedmont,Roero,Nebbiolo,Cascina Chicco
3254,US,Coro Mendocino,89,40.0,California,Mendocino,Red Blend,Golden
